Writing Traktor file to /Users/myanguyen/CHIRP-Radio-Application/chirpradio-machine/output.nml
         248018365 function calls (246574689 primitive calls) in 123.865 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _frames.py:1893(TS2)
        1    0.000    0.000    0.000    0.000 _frames.py:1909(TOF)
        1    0.000    0.000    0.000    0.000 _frames.py:1913(TLE)
        1    0.000    0.000    0.000    0.000 _frames.py:1917(TSI)
        1    0.000    0.000    0.000    0.000 _frames.py:1925(TKE)
        1    0.000    0.000    0.000    0.000 _frames.py:1929(TOT)
        1    0.000    0.000    0.000    0.000 _frames.py:1945(TXX)
        1    0.000    0.000    0.000    0.000 _frames.py:1961(WCM)
        1    0.000    0.000    0.000    0.000 _frames.py:1965(WCP)
        1    0.000    0.000    0.000    0.000 _frames.py:1969(WPB)
        1    0.000    0.000    0.000    0.000 _frames.py:1973(WXX)
        1    0.000    0.000    0.000    0.000 _frames.py:1977(IPL)
        1    0.000    0.000    0.000    0.000 _frames.py:1981(MCI)
        1    0.000    0.000    0.000    0.000 _frames.py:1993(STC)
        1    0.000    0.000    0.000    0.000 _frames.py:1997(ULT)
        1    0.000    0.000    0.000    0.000 _frames.py:2001(SLT)
        1    0.000    0.000    0.000    0.000 _frames.py:2063(POP)
        1    0.000    0.000    0.000    0.000 __init__.py:32(InvalidMPEGHeader)
        1    0.000    0.000    0.000    0.000 client.py:1499(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1502(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1505(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:111(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 shutil.py:72(ReadError)
        1    0.000    0.000    0.000    0.000 _frames.py:730(TKEY)
        1    0.000    0.000    0.000    0.000 codecs.py:747(__enter__)
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 _frames.py:682(TDLY)
        1    0.000    0.000    0.000    0.000 _frames.py:714(TIME)
        1    0.000    0.000    0.000    0.000 _frames.py:1921(TDY)


